=============================================================================================================================================================================================
Time: 2018-05-01 17:42:03.213045 
pid      name                                     exe                                                                                                  time                
835      cups-browsed                             /usr/sbin/cups-browsed                                                                               1527866256.51       
836      polkitd                                  /usr/lib/policykit-1/polkitd                                                                         1527866256.52       
879      lightdm                                  /usr/sbin/lightdm                                                                                    1527866256.91       
900      Xorg                                     /usr/lib/xorg/Xorg                                                                                   1527866257.18       
904      dhclient                                 /sbin/dhclient                                                                                       1527866257.6        
918      dnsmasq                                  /usr/sbin/dnsmasq                                                                                    1527866257.79       
1035     lightdm                                  None                                                                                                 1527866258.6        
1052     systemd                                  /lib/systemd/systemd                                                                                 1527866258.65       
1053     (sd-pam)                                 None                                                                                                 1527866258.67       
1056     upstart                                  /sbin/upstart                                                                                        1527866258.72       
1160     upstart-udev-bridge                      /sbin/upstart-udev-bridge                                                                            1527866259.42       
1167     dbus-daemon                              /usr/bin/dbus-daemon                                                                                 1527866259.51       
1179     window-stack-bridge                      /usr/lib/x86_64-linux-gnu/hud/window-stack-bridge                                                    1527866259.53       
1212     bamfdaemon                               /usr/lib/x86_64-linux-gnu/bamf/bamfdaemon                                                            1527866259.7        
1215     gnome-keyring-daemon                     None                                                                                                 1527866259.72       
1223     ibus-daemon                              /usr/bin/ibus-daemon                                                                                 1527866259.77       
1228     upstart-dbus-bridge                      /sbin/upstart-dbus-bridge                                                                            1527866259.8        
1229     upstart-dbus-bridge                      /sbin/upstart-dbus-bridge                                                                            1527866259.8        
1234     gvfsd                                    /usr/lib/gvfs/gvfsd                                                                                  1527866259.84       
1242     upstart-file-bridge                      /sbin/upstart-file-bridge                                                                            1527866259.89       
1249     gvfsd-fuse                               /usr/lib/gvfs/gvfsd-fuse                                                                             1527866260.0        
1251     ibus-dconf                               /usr/lib/ibus/ibus-dconf                                                                             1527866260.01       
1253     ibus-ui-gtk3                             /usr/lib/ibus/ibus-ui-gtk3                                                                           1527866260.04       
1266     at-spi-bus-launcher                      /usr/lib/at-spi2-core/at-spi-bus-launcher                                                            1527866260.13       
1268     ibus-x11                                 /usr/lib/ibus/ibus-x11                                                                               1527866260.24       
1273     dbus-daemon                              /usr/bin/dbus-daemon                                                                                 1527866260.28       
1277     at-spi2-registryd                        /usr/lib/at-spi2-core/at-spi2-registryd                                                              1527866260.3        
1287     ibus-engine-simple                       /usr/lib/ibus/ibus-engine-simple                                                                     1527866260.76       
1295     whoopsie                                 /usr/bin/whoopsie                                                                                    1527866263.0        
1311     agetty                                   /sbin/agetty                                                                                         1527866263.06       
1322     gpg-agent                                None                                                                                                 1527866263.51       
1332     hud-service                              /usr/lib/x86_64-linux-gnu/hud/hud-service                                                            1527866265.46       
1334     unity-settings-daemon                    /usr/lib/unity-settings-daemon/unity-settings-daemon                                                 1527866265.47       
1342     gnome-session-binary                     /usr/lib/gnome-session/gnome-session-binary                                                          1527866265.51       
1352     unity-panel-service                      /usr/lib/x86_64-linux-gnu/unity/unity-panel-service                                                  1527866265.58       
1363     upowerd                                  /usr/lib/upower/upowerd                                                                              1527866265.79       
1392     dconf-service                            /usr/lib/dconf/dconf-service                                                                         1527866266.02       
1396     indicator-messages-service               /usr/lib/x86_64-linux-gnu/indicator-messages/indicator-messages-service                              1527866266.07       
1400     indicator-bluetooth-service              /usr/lib/x86_64-linux-gnu/indicator-bluetooth/indicator-bluetooth-service                            1527866266.09       
1408     indicator-power-service                  /usr/lib/x86_64-linux-gnu/indicator-power/indicator-power-service                                    1527866266.11       
1411     indicator-datetime-service               /usr/lib/x86_64-linux-gnu/indicator-datetime/indicator-datetime-service                              1527866266.13       
1413     indicator-keyboard-service               /usr/lib/x86_64-linux-gnu/indicator-keyboard/indicator-keyboard-service                              1527866266.15       
1414     indicator-sound-service                  /usr/lib/x86_64-linux-gnu/indicator-sound/indicator-sound-service                                    1527866266.17       
1416     indicator-printers-service               /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service                              1527866266.22       
1417     indicator-session-service                /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service                                1527866266.24       
1447     indicator-application-service            /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service                        1527866266.32       
1460     pulseaudio                               /usr/bin/pulseaudio                                                                                  1527866266.5        
1461     rtkit-daemon                             /usr/lib/rtkit/rtkit-daemon                                                                          1527866266.5        
1466     evolution-source-registry                /usr/lib/evolution/evolution-source-registry                                                         1527866266.5        
1475     compiz                                   /usr/bin/compiz                                                                                      1527866266.57       
1488     colord                                   /usr/lib/colord/colord                                                                               1527866266.89       
1529     evolution-calendar-factory               /usr/lib/evolution/evolution-calendar-factory                                                        1527866269.45       
1542     polkit-gnome-authentication-agent-1      /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1                                       1527866269.88       
1545     nautilus                                 /usr/bin/nautilus                                                                                    1527866269.91       
1547     unity-fallback-mount-helper              /usr/lib/unity-settings-daemon/unity-fallback-mount-helper                                           1527866269.92       
1548     nm-applet                                /usr/bin/nm-applet                                                                                   1527866269.93       
1551     gnome-software                           /usr/bin/gnome-software                                                                              1527866270.05       
1566     evolution-calendar-factory-subprocess    /usr/lib/evolution/evolution-calendar-factory-subprocess                                             1527866270.46       
1577     gvfs-udisks2-volume-monitor              /usr/lib/gvfs/gvfs-udisks2-volume-monitor                                                            1527866270.63       
1581     udisksd                                  /usr/lib/udisks2/udisksd                                                                             1527866270.69       
1582     fwupd                                    /usr/lib/x86_64-linux-gnu/fwupd/fwupd                                                                1527866270.69       
1609     gvfs-afc-volume-monitor                  /usr/lib/gvfs/gvfs-afc-volume-monitor                                                                1527866271.25       
1617     gvfs-goa-volume-monitor                  /usr/lib/gvfs/gvfs-goa-volume-monitor                                                                1527866271.51       
1626     gvfs-gphoto2-volume-monitor              /usr/lib/gvfs/gvfs-gphoto2-volume-monitor                                                            1527866271.62       
1633     evolution-calendar-factory-subprocess    /usr/lib/evolution/evolution-calendar-factory-subprocess                                             1527866271.78       
1638     evolution-addressbook-factory            /usr/lib/evolution/evolution-addressbook-factory                                                     1527866271.84       
1641     gvfs-mtp-volume-monitor                  /usr/lib/gvfs/gvfs-mtp-volume-monitor                                                                1527866271.94       
1652     evolution-addressbook-factory-subprocess /usr/lib/evolution/evolution-addressbook-factory-subprocess                                          1527866272.37       
1678     gvfsd-trash                              /usr/lib/gvfs/gvfsd-trash                                                                            1527866273.14       
1694     gvfsd-metadata                           /usr/lib/gvfs/gvfsd-metadata                                                                         1527866274.08       
1717     pycharm-communi                          /bin/dash                                                                                            1527866284.37       
1760     java                                     /usr/lib/pycharm-community/jre/jre/bin/java                                                          1527866285.14       
1787     zeitgeist-datahub                        /usr/bin/zeitgeist-datahub                                                                           1527866290.19       
1794     sh                                       /bin/dash                                                                                            1527866290.4        
1801     zeitgeist-daemon                         /usr/bin/zeitgeist-daemon                                                                            1527866290.5        
1808     zeitgeist-fts                            /usr/lib/x86_64-linux-gnu/zeitgeist-fts                                                              1527866290.53       
1826     fsnotifier64                             /usr/lib/pycharm-community/bin/fsnotifier64                                                          1527866295.36       
1958     update-notifier                          /usr/bin/update-notifier                                                                             1527866330.23       
1991     gpg-agent                                None                                                                                                 1527866338.75       
2004     update-manager                           /usr/bin/python3.5                                                                                   1527866339.86       
2007     aptd                                     /usr/bin/python3                                                                                     1527866339.9        
2023     python2.7                                /usr/bin/python2.7                                                                                   1527866346.78       
2325     python2.7                                /usr/bin/python2.7                                                                                   1527866369.04       
2395     deja-dup-monitor                         /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor                                                  1527866390.24       
2417     deja-dup                                 /usr/bin/deja-dup                                                                                    1527866511.29       
2433     python2.7                                /usr/bin/python2.7                                                                                   1527866546.56       
=============================================================================================================================================================================================
Time: 2018-06-01 18:22:43.743282 
pid      name                                     exe                                                                                                  time                
=============================================================================================================================================================================================
1        systemd                                  /sbin/init                                                                                           1527866246.02       
2        kthreadd                                 None                                                                                                 1527866246.02       
3        kworker/0:0                              None                                                                                                 1527866246.02       
4        kworker/0:0H                             None                                                                                                 1527866246.02       
5        kworker/u2:0                             None                                                                                                 1527866246.02       
6        mm_percpu_wq                             None                                                                                                 1527866246.02       
7        ksoftirqd/0                              None                                                                                                 1527866246.02       
8        rcu_sched                                None                                                                                                 1527866246.02       
9        rcu_bh                                   None                                                                                                 1527866246.02       
10       migration/0                              None                                                                                                 1527866246.02       
11       watchdog/0                               None                                                                                                 1527866246.02       
12       cpuhp/0                                  None                                                                                                 1527866246.02       
13       kdevtmpfs                                None                                                                                                 1527866246.02       
14       netns                                    None                                                                                                 1527866246.02       
15       khungtaskd                               None                                                                                                 1527866246.02       
16       oom_reaper                               None                                                                                                 1527866246.02       
17       writeback                                None                                                                                                 1527866246.02       
18       kcompactd0                               None                                                                                                 1527866246.02       
19       ksmd                                     None                                                                                                 1527866246.02       
20       khugepaged                               None                                                                                                 1527866246.02       
21       crypto                                   None                                                                                                 1527866246.02       
22       kintegrityd                              None                                                                                                 1527866246.02       
23       kblockd                                  None                                                                                                 1527866246.02       
24       ata_sff                                  None                                                                                                 1527866246.07       
25       md                                       None                                                                                                 1527866246.07       
26       edac-poller                              None                                                                                                 1527866246.07       
27       devfreq_wq                               None                                                                                                 1527866246.07       
28       watchdogd                                None                                                                                                 1527866246.07       
29       kworker/u2:1                             None                                                                                                 1527866246.1        
30       kworker/0:1                              None                                                                                                 1527866246.1        
32       kauditd                                  None                                                                                                 1527866246.97       
33       kswapd0                                  None                                                                                                 1527866246.97       
34       ecryptfs-kthrea                          None                                                                                                 1527866246.97       
76       kthrotld                                 None                                                                                                 1527866246.97       
77       acpi_thermal_pm                          None                                                                                                 1527866246.97       
78       scsi_eh_0                                None                                                                                                 1527866246.98       
79       scsi_tmf_0                               None                                                                                                 1527866246.98       
80       scsi_eh_1                                None                                                                                                 1527866246.98       
81       scsi_tmf_1                               None                                                                                                 1527866246.98       
82       kworker/u2:2                             None                                                                                                 1527866246.98       
83       kworker/u2:3                             None                                                                                                 1527866246.99       
87       ipv6_addrconf                            None                                                                                                 1527866247.05       
112      charger_manager                          None                                                                                                 1527866247.08       
153      kworker/0:1H                             None                                                                                                 1527866247.39       
154      scsi_eh_2                                None                                                                                                 1527866247.81       
155      scsi_tmf_2                               None                                                                                                 1527866247.81       
179      jbd2/sda1-8                              None                                                                                                 1527866252.55       
180      ext4-rsv-conver                          None                                                                                                 1527866252.55       
211      systemd-journald                         /lib/systemd/systemd-journald                                                                        1527866253.0        
235      systemd-udevd                            /lib/systemd/systemd-udevd                                                                           1527866253.34       
268      loop0                                    None                                                                                                 1527866253.57       
272      loop1                                    None                                                                                                 1527866253.58       
274      loop2                                    None                                                                                                 1527866253.59       
276      loop3                                    None                                                                                                 1527866253.59       
278      loop4                                    None                                                                                                 1527866253.59       
333      systemd-timesyncd                        /lib/systemd/systemd-timesyncd                                                                       1527866253.86       
429      iprt-VBoxWQueue                          None                                                                                                 1527866254.37       
441      ttm_swap                                 None                                                                                                 1527866254.47       
519      kworker/0:5                              None                                                                                                 1527866254.84       
756      cron                                     /usr/sbin/cron                                                                                       1527866256.11       
757      rsyslogd                                 /usr/sbin/rsyslogd                                                                                   1527866256.11       
758      ModemManager                             /usr/sbin/ModemManager                                                                               1527866256.11       
759      systemd-logind                           /lib/systemd/systemd-logind                                                                          1527866256.11       
760      acpid                                    /usr/sbin/acpid                                                                                      1527866256.13       
761      accounts-daemon                          /usr/lib/accountsservice/accounts-daemon                                                             1527866256.13       
770      dbus-daemon                              /usr/bin/dbus-daemon                                                                                 1527866256.16       
784      NetworkManager                           /usr/sbin/NetworkManager                                                                             1527866256.33       
787      avahi-daemon                             None                                                                                                 1527866256.33       
791      cupsd                                    /usr/sbin/cupsd                                                                                      1527866256.35       
800      snapd                                    /usr/lib/snapd/snapd                                                                                 1527866256.39       
822      avahi-daemon                             None                                                                                                 1527866256.47       
835      cups-browsed                             /usr/sbin/cups-browsed                                                                               1527866256.51       
836      polkitd                                  /usr/lib/policykit-1/polkitd                                                                         1527866256.52       
879      lightdm                                  /usr/sbin/lightdm                                                                                    1527866256.91       
900      Xorg                                     /usr/lib/xorg/Xorg                                                                                   1527866257.18       
904      dhclient                                 /sbin/dhclient                                                                                       1527866257.6        
918      dnsmasq                                  /usr/sbin/dnsmasq                                                                                    1527866257.79       
1035     lightdm                                  None                                                                                                 1527866258.6        
1052     systemd                                  /lib/systemd/systemd                                                                                 1527866258.65       
1053     (sd-pam)                                 None                                                                                                 1527866258.67       
1056     upstart                                  /sbin/upstart                                                                                        1527866258.72       
1160     upstart-udev-bridge                      /sbin/upstart-udev-bridge                                                                            1527866259.42       
1167     dbus-daemon                              /usr/bin/dbus-daemon                                                                                 1527866259.51       
1179     window-stack-bridge                      /usr/lib/x86_64-linux-gnu/hud/window-stack-bridge                                                    1527866259.53       
1212     bamfdaemon                               /usr/lib/x86_64-linux-gnu/bamf/bamfdaemon                                                            1527866259.7        
1215     gnome-keyring-daemon                     None                                                                                                 1527866259.72       
1223     ibus-daemon                              /usr/bin/ibus-daemon                                                                                 1527866259.77       
1228     upstart-dbus-bridge                      /sbin/upstart-dbus-bridge                                                                            1527866259.8        
1229     upstart-dbus-bridge                      /sbin/upstart-dbus-bridge                                                                            1527866259.8        
1234     gvfsd                                    /usr/lib/gvfs/gvfsd                                                                                  1527866259.84       
1242     upstart-file-bridge                      /sbin/upstart-file-bridge                                                                            1527866259.89       
1249     gvfsd-fuse                               /usr/lib/gvfs/gvfsd-fuse                                                                             1527866260.0        
1251     ibus-dconf                               /usr/lib/ibus/ibus-dconf                                                                             1527866260.01       
1253     ibus-ui-gtk3                             /usr/lib/ibus/ibus-ui-gtk3                                                                           1527866260.04       
1266     at-spi-bus-launcher                      /usr/lib/at-spi2-core/at-spi-bus-launcher                                                            1527866260.13       
1268     ibus-x11                                 /usr/lib/ibus/ibus-x11                                                                               1527866260.24       
1273     dbus-daemon                              /usr/bin/dbus-daemon                                                                                 1527866260.28       
1277     at-spi2-registryd                        /usr/lib/at-spi2-core/at-spi2-registryd                                                              1527866260.3        
1287     ibus-engine-simple                       /usr/lib/ibus/ibus-engine-simple                                                                     1527866260.76       
1295     whoopsie                                 /usr/bin/whoopsie                                                                                    1527866263.0        
1311     agetty                                   /sbin/agetty                                                                                         1527866263.06       
1322     gpg-agent                                None                                                                                                 1527866263.51       
1332     hud-service                              /usr/lib/x86_64-linux-gnu/hud/hud-service                                                            1527866265.46       
1334     unity-settings-daemon                    /usr/lib/unity-settings-daemon/unity-settings-daemon                                                 1527866265.47       
1342     gnome-session-binary                     /usr/lib/gnome-session/gnome-session-binary                                                          1527866265.51       
1352     unity-panel-service                      /usr/lib/x86_64-linux-gnu/unity/unity-panel-service                                                  1527866265.58       
1363     upowerd                                  /usr/lib/upower/upowerd                                                                              1527866265.79       
1392     dconf-service                            /usr/lib/dconf/dconf-service                                                                         1527866266.02       
1396     indicator-messages-service               /usr/lib/x86_64-linux-gnu/indicator-messages/indicator-messages-service                              1527866266.07       
1400     indicator-bluetooth-service              /usr/lib/x86_64-linux-gnu/indicator-bluetooth/indicator-bluetooth-service                            1527866266.09       
1408     indicator-power-service                  /usr/lib/x86_64-linux-gnu/indicator-power/indicator-power-service                                    1527866266.11       
1411     indicator-datetime-service               /usr/lib/x86_64-linux-gnu/indicator-datetime/indicator-datetime-service                              1527866266.13       
1413     indicator-keyboard-service               /usr/lib/x86_64-linux-gnu/indicator-keyboard/indicator-keyboard-service                              1527866266.15       
1414     indicator-sound-service                  /usr/lib/x86_64-linux-gnu/indicator-sound/indicator-sound-service                                    1527866266.17       
1416     indicator-printers-service               /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service                              1527866266.22       
1417     indicator-session-service                /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service                                1527866266.24       
1447     indicator-application-service            /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service                        1527866266.32       
1460     pulseaudio                               /usr/bin/pulseaudio                                                                                  1527866266.5        
1461     rtkit-daemon                             /usr/lib/rtkit/rtkit-daemon                                                                          1527866266.5        
1466     evolution-source-registry                /usr/lib/evolution/evolution-source-registry                                                         1527866266.5        
1475     compiz                                   /usr/bin/compiz                                                                                      1527866266.57       
1488     colord                                   /usr/lib/colord/colord                                                                               1527866266.89       
1529     evolution-calendar-factory               /usr/lib/evolution/evolution-calendar-factory                                                        1527866269.45       
1542     polkit-gnome-authentication-agent-1      /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1                                       1527866269.88       
1545     nautilus                                 /usr/bin/nautilus                                                                                    1527866269.91       
1547     unity-fallback-mount-helper              /usr/lib/unity-settings-daemon/unity-fallback-mount-helper                                           1527866269.92       
1548     nm-applet                                /usr/bin/nm-applet                                                                                   1527866269.93       
1551     gnome-software                           /usr/bin/gnome-software                                                                              1527866270.05       
1566     evolution-calendar-factory-subprocess    /usr/lib/evolution/evolution-calendar-factory-subprocess                                             1527866270.46       
1577     gvfs-udisks2-volume-monitor              /usr/lib/gvfs/gvfs-udisks2-volume-monitor                                                            1527866270.63       
1581     udisksd                                  /usr/lib/udisks2/udisksd                                                                             1527866270.69       
1582     fwupd                                    /usr/lib/x86_64-linux-gnu/fwupd/fwupd                                                                1527866270.69       
1609     gvfs-afc-volume-monitor                  /usr/lib/gvfs/gvfs-afc-volume-monitor                                                                1527866271.25       
1617     gvfs-goa-volume-monitor                  /usr/lib/gvfs/gvfs-goa-volume-monitor                                                                1527866271.51       
1626     gvfs-gphoto2-volume-monitor              /usr/lib/gvfs/gvfs-gphoto2-volume-monitor                                                            1527866271.62       
1633     evolution-calendar-factory-subprocess    /usr/lib/evolution/evolution-calendar-factory-subprocess                                             1527866271.78       
1638     evolution-addressbook-factory            /usr/lib/evolution/evolution-addressbook-factory                                                     1527866271.84       
1641     gvfs-mtp-volume-monitor                  /usr/lib/gvfs/gvfs-mtp-volume-monitor                                                                1527866271.94       
1652     evolution-addressbook-factory-subprocess /usr/lib/evolution/evolution-addressbook-factory-subprocess                                          1527866272.37       
1678     gvfsd-trash                              /usr/lib/gvfs/gvfsd-trash                                                                            1527866273.14       
1694     gvfsd-metadata                           /usr/lib/gvfs/gvfsd-metadata                                                                         1527866274.08       
1717     pycharm-communi                          /bin/dash                                                                                            1527866284.37       
1760     java                                     /usr/lib/pycharm-community/jre/jre/bin/java                                                          1527866285.14       
1787     zeitgeist-datahub                        /usr/bin/zeitgeist-datahub                                                                           1527866290.19       
1794     sh                                       /bin/dash                                                                                            1527866290.4        
1801     zeitgeist-daemon                         /usr/bin/zeitgeist-daemon                                                                            1527866290.5        
1808     zeitgeist-fts                            /usr/lib/x86_64-linux-gnu/zeitgeist-fts                                                              1527866290.53       
1826     fsnotifier64                             /usr/lib/pycharm-community/bin/fsnotifier64                                                          1527866295.36       
1958     update-notifier                          /usr/bin/update-notifier                                                                             1527866330.23       
1991     gpg-agent                                None                                                                                                 1527866338.75       
2004     update-manager                           /usr/bin/python3.5                                                                                   1527866339.86       
2007     aptd                                     /usr/bin/python3                                                                                     1527866339.9        
2023     python2.7                                /usr/bin/python2.7                                                                                   1527866346.78       
2325     python2.7                                /usr/bin/python2.7                                                                                   1527866369.04       
2395     deja-dup-monitor                         /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor                                                  1527866390.24       
2433     python2.7                                /usr/bin/python2.7                                                                                   1527866546.56       
=============================================================================================================================================================================================
Time: 2018-06-01 18:22:49.377364 
pid      name                                     exe                                                                                                  time                
=============================================================================================================================================================================================
1        systemd                                  /sbin/init                                                                                           1527866246.02       
2        kthreadd                                 None                                                                                                 1527866246.02       
3        kworker/0:0                              None                                                                                                 1527866246.02       
4        kworker/0:0H                             None                                                                                                 1527866246.02       
6        mm_percpu_wq                             None                                                                                                 1527866246.02       
7        ksoftirqd/0                              None                                                                                                 1527866246.02       
8        rcu_sched                                None                                                                                                 1527866246.02       
9        rcu_bh                                   None                                                                                                 1527866246.02       
10       migration/0                              None                                                                                                 1527866246.02       
11       watchdog/0                               None                                                                                                 1527866246.02       
12       cpuhp/0                                  None                                                                                                 1527866246.02       
13       kdevtmpfs                                None                                                                                                 1527866246.02       
14       netns                                    None                                                                                                 1527866246.02       
